# Ground-truth labels for the SECOND hopper-triage batch (30 samples).
# Non-binary verdicts by source audit; binaries (bad/*) by manual RE (in progress -> PENDING).
# relpath	ideal(b/s/h)	acceptable(comma; borderline/policy)
bad/go/github.com-zerbea-hcxdumptool-v0.0.0-20260704122057-eb3273b30f64.zip	s
bad/java/1d6ba3cdadb62494562beb39e1b7b30a2b5a13d961a08eab8ff5394e12f15715.jar	h
bad/linux/04db8af4e7af2ccdeec7ce14ae5240d844ce1f63d781a20ee41840f3ff8d96e0.elf	h
bad/windows/1ce5558cc258c2882174c3bba8de331ade2a393592d7bf90c3855131be550e72.exe	h
bad/windows/1f8fbdce2b257b817f8a1c6a8e8703fc3ebbab49df8bc4b41cd12cd76eaf2288.exe	h
bad/windows/300d00cc110e0ccc17e74599de80076085a58741fe73772ef6fcb0167c0d64c5.exe	h
bad/windows/66e899ac82780cb103148d5c054a543749589676ab815fa4646f2f59b03baaa1.exe	h
bad/windows/67b2df2731ea786c3ed11537549ac005012d646af359b373bcae36b058d406ee.exe	h
bad/windows/a422649564f3069ed4fcd02f25796ca99ed25cdaa0192652a11688005182a3fe.exe	h
bad/windows/d83cb784619dfda6973a0673d12420d4f67c7a4e347a64a0561c40907c75abf3.exe	s	h
good/container/docker.io_linuxserver_grocy_v4.6.0-ls320.tar.xz	b
good/container/docker.io_longhornio_longhorn-engine_v1.12.0-dev-20260405.tar.xz	b
good/macos/awscli-1.45.40.tar.gz	b
good/macos/v1.1.0.tar.gz	b
good/python/awscli-2.35.14-py310hd3bfc61_0.conda	b
good/snap/glaxnimate_757.snap	b
good/vscode/cweijan.vscode-mysql-client2-9.0.2.vsix	b
good/vscode/cweijan.vscode-postgresql-client2-9.0.2.vsix	b
good/vscode/eamodio.gitlens-2026.7.40545.vsix	b
good/wolfi/py3.12-ansible-core-2.20.4-r1.apk	b
new/go/github.com-floegence-floret-v0.3.83.zip	b
new/macos/0.8.1.tar.gz	b
new/macos/xeyes-1.3.1.tar.xz	b
new/powershell/Posh-Certutil.0.5.5.nupkg	b
new/python/d365fo_agent_developer-0.11.0-py3-none-any.whl	b
new/python/deep_db_agents-0.1.0-py3-none-any.whl	b
new/python/llmviz-0.1.0-py3-none-any.whl	b
new/python/ocman-1.0.3-py3-none-any.whl	b
new/vscode/murbani.vscode-abap-remote-fs-2.6.2.vsix	b	s
new/wordpress/purepen-ai-1.2.1.zip	b
